dataset_path,gpu_id,image_folder,output_folder,psnr,test_LPIPS,test_PSNR,test_SSIM
/optane/nerf_datasets/360/stump,3,images_4,output/stump_ifimages_4_r47,28.546062190418006,0.2577805817127228,26.57692527770996,0.7770373821258545
/optane/nerf_datasets/360/garden,2,images_4,output/garden_ifimages_4_r47,27.116831401053147,0.1457914263010025,27.040443420410156,0.8539660573005676
/optane/nerf_datasets/360/bicycle,1,images_4,output/bicycle_ifimages_4_r47,24.341150543228565,0.28000935912132263,25.06011199951172,0.754810631275177
/optane/nerf_datasets/360/treehill,3,images_4,output/treehill_ifimages_4_r47,23.60262161731347,0.34941989183425903,22.965877532958984,0.6578223705291748
/optane/nerf_datasets/360/room,1,images_2,output/room_ifimages_2_r47,32.15148190565167,0.28901407122612,30.868558883666992,0.9202249050140381
/optane/nerf_datasets/360/flowers,2,images_4,output/flowers_ifimages_4_r47,23.839553006358752,0.3294883072376251,21.560823440551758,0.6291239261627197
